sex	age	l	m	s	loh
1	1273	-0.2911	15.4459	0.08056	H
1	1274	-0.2912	15.4452	0.08057	H
1	1275	-0.2914	15.4445	0.08058	H
1	1276	-0.2915	15.4437	0.08059	H
1	1277	-0.2917	15.443	0.0806	H
1	1278	-0.2918	15.4423	0.08061	H
1	1279	-0.292	15.4416	0.08061	H
1	1280	-0.2922	15.4409	0.08062	H
1	1281	-0.2924	15.4402	0.08063	H
1	1282	-0.2925	15.4395	0.08064	H
1	1283	-0.2927	15.4388	0.08065	H
1	1284	-0.2929	15.438	0.08066	H
1	1285	-0.2931	15.4373	0.08066	H
1	1286	-0.2933	15.4366	0.08067	H
1	1287	-0.2934	15.4359	0.08068	H
1	1288	-0.2936	15.4352	0.08069	H
1	1289	-0.2938	15.4345	0.0807	H
1	1290	-0.294	15.4338	0.08071	H
1	1291	-0.2942	15.4332	0.08072	H
1	1292	-0.2944	15.4325	0.08072	H
1	1293	-0.2946	15.4318	0.08073	H
1	1294	-0.2948	15.4311	0.08074	H
1	1295	-0.295	15.4304	0.08075	H
1	1296	-0.2952	15.4297	0.08076	H
1	1297	-0.2954	15.429	0.08077	H
1	1298	-0.2957	15.4283	0.08078	H
1	1299	-0.2959	15.4276	0.08078	H
1	1300	-0.2961	15.427	0.08079	H
1	1301	-0.2963	15.4263	0.0808	H
1	1302	-0.2965	15.4256	0.08081	H
1	1303	-0.2968	15.4249	0.08082	H
1	1304	-0.297	15.4243	0.08083	H
1	1305	-0.2972	15.4236	0.08084	H
1	1306	-0.2975	15.4229	0.08085	H
1	1307	-0.2977	15.4222	0.08085	H
1	1308	-0.2979	15.4216	0.08086	H
1	1309	-0.2982	15.4209	0.08087	H
1	1310	-0.2984	15.4202	0.08088	H
1	1311	-0.2987	15.4196	0.08089	H
1	1312	-0.2989	15.4189	0.0809	H
1	1313	-0.2992	15.4182	0.08091	H
1	1314	-0.2994	15.4176	0.08092	H
1	1315	-0.2997	15.4169	0.08093	H
1	1316	-0.3	15.4162	0.08093	H
1	1317	-0.3002	15.4156	0.08094	H
1	1318	-0.3005	15.4149	0.08095	H
1	1319	-0.3008	15.4143	0.08096	H
1	1320	-0.301	15.4136	0.08097	H
1	1321	-0.3013	15.413	0.08098	H
1	1322	-0.3016	15.4123	0.08099	H
1	1323	-0.3018	15.4117	0.081	H
1	1324	-0.3021	15.411	0.08101	H
1	1325	-0.3024	15.4104	0.08102	H
1	1326	-0.3027	15.4097	0.08102	H
1	1327	-0.303	15.4091	0.08103	H
1	1328	-0.3033	15.4084	0.08104	H
1	1329	-0.3036	15.4078	0.08105	H
1	1330	-0.3038	15.4072	0.08106	H
1	1331	-0.3041	15.4065	0.08107	H
1	1332	-0.3044	15.4059	0.08108	H
1	1333	-0.3047	15.4052	0.08109	H
1	1334	-0.305	15.4046	0.0811	H
1	1335	-0.3054	15.404	0.08111	H
1	1336	-0.3057	15.4033	0.08112	H
1	1337	-0.306	15.4027	0.08113	H
1	1338	-0.3063	15.4021	0.08113	H
1	1339	-0.3066	15.4015	0.08114	H
1	1340	-0.3069	15.4008	0.08115	H
1	1341	-0.3072	15.4002	0.08116	H
1	1342	-0.3076	15.3996	0.08117	H
1	1343	-0.3079	15.399	0.08118	H
1	1344	-0.3082	15.3983	0.08119	H
1	1345	-0.3085	15.3977	0.0812	H
1	1346	-0.3089	15.3971	0.08121	H
1	1347	-0.3092	15.3965	0.08122	H
1	1348	-0.3095	15.3958	0.08123	H
1	1349	-0.3099	15.3952	0.08124	H
1	1350	-0.3102	15.3946	0.08125	H
1	1351	-0.3106	15.394	0.08126	H
1	1352	-0.3109	15.3934	0.08127	H
1	1353	-0.3113	15.3928	0.08128	H
1	1354	-0.3116	15.3922	0.08128	H
1	1355	-0.312	15.3916	0.08129	H
1	1356	-0.3123	15.3909	0.0813	H
1	1357	-0.3127	15.3903	0.08131	H
1	1358	-0.313	15.3897	0.08132	H
1	1359	-0.3134	15.3891	0.08133	H
1	1360	-0.3138	15.3885	0.08134	H
1	1361	-0.3141	15.3879	0.08135	H
1	1362	-0.3145	15.3873	0.08136	H
1	1363	-0.3149	15.3867	0.08137	H
1	1364	-0.3152	15.3861	0.08138	H
1	1365	-0.3156	15.3855	0.08139	H
1	1366	-0.316	15.3849	0.0814	H
1	1367	-0.3164	15.3843	0.08141	H
1	1368	-0.3168	15.3837	0.08142	H
1	1369	-0.3171	15.3831	0.08143	H
1	1370	-0.3175	15.3825	0.08144	H
1	1371	-0.3179	15.382	0.08145	H
1	1372	-0.3183	15.3814	0.08146	H
1	1373	-0.3187	15.3808	0.08147	H
1	1374	-0.3191	15.3802	0.08148	H
1	1375	-0.3195	15.3796	0.08149	H
1	1376	-0.3199	15.379	0.0815	H
1	1377	-0.3203	15.3784	0.08151	H
1	1378	-0.3207	15.3778	0.08152	H
1	1379	-0.3211	15.3773	0.08153	H
1	1380	-0.3215	15.3767	0.08154	H
1	1381	-0.322	15.3761	0.08155	H
1	1382	-0.3224	15.3755	0.08156	H
1	1383	-0.3228	15.3749	0.08157	H
1	1384	-0.3232	15.3744	0.08158	H
1	1385	-0.3236	15.3738	0.08159	H
1	1386	-0.3241	15.3732	0.0816	H
1	1387	-0.3245	15.3726	0.08161	H
1	1388	-0.3249	15.3721	0.08162	H
1	1389	-0.3253	15.3715	0.08163	H
1	1390	-0.3258	15.3709	0.08164	H
1	1391	-0.3262	15.3703	0.08165	H
1	1392	-0.3266	15.3698	0.08166	H
1	1393	-0.3271	15.3692	0.08167	H
1	1394	-0.3275	15.3686	0.08168	H
1	1395	-0.328	15.3681	0.08169	H
1	1396	-0.3284	15.3675	0.0817	H
1	1397	-0.3289	15.3669	0.08171	H
1	1398	-0.3293	15.3664	0.08172	H
1	1399	-0.3298	15.3658	0.08173	H
1	1400	-0.3302	15.3652	0.08174	H
1	1401	-0.3307	15.3647	0.08175	H
1	1402	-0.3312	15.3641	0.08176	H
1	1403	-0.3316	15.3636	0.08177	H
1	1404	-0.3321	15.363	0.08178	H
1	1405	-0.3325	15.3624	0.08179	H
1	1406	-0.333	15.3619	0.0818	H
1	1407	-0.3335	15.3613	0.08181	H
1	1408	-0.334	15.3608	0.08182	H
1	1409	-0.3344	15.3602	0.08183	H
1	1410	-0.3349	15.3597	0.08184	H
1	1411	-0.3354	15.3591	0.08185	H
1	1412	-0.3359	15.3586	0.08186	H
1	1413	-0.3364	15.358	0.08187	H
1	1414	-0.3369	15.3575	0.08188	H
1	1415	-0.3373	15.3569	0.08189	H
1	1416	-0.3378	15.3564	0.0819	H
1	1417	-0.3383	15.3558	0.08191	H
1	1418	-0.3388	15.3553	0.08192	H
1	1419	-0.3393	15.3547	0.08193	H
1	1420	-0.3398	15.3542	0.08194	H
1	1421	-0.3403	15.3537	0.08195	H
1	1422	-0.3408	15.3531	0.08196	H
1	1423	-0.3413	15.3526	0.08197	H
1	1424	-0.3418	15.352	0.08198	H
1	1425	-0.3424	15.3515	0.082	H
1	1426	-0.3429	15.351	0.08201	H
1	1427	-0.3434	15.3504	0.08202	H
1	1428	-0.3439	15.3499	0.08203	H
1	1429	-0.3444	15.3493	0.08204	H
1	1430	-0.3449	15.3488	0.08205	H
1	1431	-0.3455	15.3483	0.08206	H
1	1432	-0.346	15.3477	0.08207	H
1	1433	-0.3465	15.3472	0.08208	H
1	1434	-0.3471	15.3467	0.08209	H
1	1435	-0.3476	15.3461	0.0821	H
1	1436	-0.3481	15.3456	0.08211	H
1	1437	-0.3487	15.3451	0.08212	H
1	1438	-0.3492	15.3445	0.08213	H
1	1439	-0.3497	15.344	0.08214	H
1	1440	-0.3503	15.3435	0.08215	H
1	1441	-0.3508	15.343	0.08216	H
1	1442	-0.3514	15.3424	0.08218	H
1	1443	-0.3519	15.3419	0.08219	H
1	1444	-0.3525	15.3414	0.0822	H
1	1445	-0.353	15.3409	0.08221	H
1	1446	-0.3536	15.3403	0.08222	H
1	1447	-0.3541	15.3398	0.08223	H
1	1448	-0.3547	15.3393	0.08224	H
1	1449	-0.3553	15.3388	0.08225	H
1	1450	-0.3558	15.3383	0.08226	H
1	1451	-0.3564	15.3377	0.08227	H
1	1452	-0.357	15.3372	0.08228	H
1	1453	-0.3575	15.3367	0.08229	H
1	1454	-0.3581	15.3362	0.08231	H
1	1455	-0.3587	15.3357	0.08232	H
1	1456	-0.3593	15.3352	0.08233	H
1	1457	-0.3598	15.3346	0.08234	H
1	1458	-0.3604	15.3341	0.08235	H
1	1459	-0.361	15.3336	0.08236	H
1	1460	-0.3616	15.3331	0.08237	H
1	1461	-0.3622	15.3326	0.08238	H
1	1462	-0.3628	15.3321	0.08239	H
1	1463	-0.3634	15.3316	0.0824	H
1	1464	-0.364	15.3311	0.08241	H
1	1465	-0.3646	15.3306	0.08243	H
1	1466	-0.3652	15.3301	0.08244	H
1	1467	-0.3658	15.3295	0.08245	H
1	1468	-0.3664	15.329	0.08246	H
1	1469	-0.367	15.3285	0.08247	H
1	1470	-0.3676	15.328	0.08248	H
1	1471	-0.3682	15.3275	0.08249	H
1	1472	-0.3688	15.327	0.0825	H
1	1473	-0.3694	15.3265	0.08251	H
1	1474	-0.37	15.326	0.08253	H
1	1475	-0.3706	15.3255	0.08254	H
1	1476	-0.3713	15.325	0.08255	H
1	1477	-0.3719	15.3245	0.08256	H
1	1478	-0.3725	15.324	0.08257	H
1	1479	-0.3731	15.3235	0.08258	H
1	1480	-0.3738	15.323	0.08259	H
1	1481	-0.3744	15.3225	0.0826	H
1	1482	-0.375	15.322	0.08262	H
1	1483	-0.3756	15.3215	0.08263	H
1	1484	-0.3763	15.3211	0.08264	H
1	1485	-0.3769	15.3206	0.08265	H
1	1486	-0.3776	15.3201	0.08266	H
1	1487	-0.3782	15.3196	0.08267	H
1	1488	-0.3789	15.3191	0.08268	H
1	1489	-0.3795	15.3186	0.08269	H
1	1490	-0.3801	15.3181	0.08271	H
1	1491	-0.3808	15.3176	0.08272	H
1	1492	-0.3815	15.3171	0.08273	H
1	1493	-0.3821	15.3166	0.08274	H
1	1494	-0.3828	15.3162	0.08275	H
1	1495	-0.3834	15.3157	0.08276	H
1	1496	-0.3841	15.3152	0.08277	H
1	1497	-0.3847	15.3147	0.08279	H
1	1498	-0.3854	15.3142	0.0828	H
1	1499	-0.3861	15.3137	0.08281	H
1	1500	-0.3867	15.3133	0.08282	H
1	1501	-0.3874	15.3128	0.08283	H
1	1502	-0.3881	15.3123	0.08284	H
1	1503	-0.3888	15.3118	0.08285	H
1	1504	-0.3894	15.3113	0.08287	H
1	1505	-0.3901	15.3109	0.08288	H
1	1506	-0.3908	15.3104	0.08289	H
1	1507	-0.3915	15.3099	0.0829	H
1	1508	-0.3922	15.3094	0.08291	H
1	1509	-0.3929	15.309	0.08292	H
1	1510	-0.3936	15.3085	0.08293	H
1	1511	-0.3942	15.308	0.08295	H
1	1512	-0.3949	15.3075	0.08296	H
1	1513	-0.3956	15.3071	0.08297	H
1	1514	-0.3963	15.3066	0.08298	H
1	1515	-0.397	15.3061	0.08299	H
1	1516	-0.3977	15.3057	0.083	H
1	1517	-0.3984	15.3052	0.08302	H
1	1518	-0.3991	15.3047	0.08303	H
1	1519	-0.3998	15.3043	0.08304	H
1	1520	-0.4006	15.3038	0.08305	H
1	1521	-0.4013	15.3033	0.08306	H
1	1522	-0.402	15.3029	0.08307	H
1	1523	-0.4027	15.3024	0.08309	H
1	1524	-0.4034	15.3019	0.0831	H
1	1525	-0.4041	15.3015	0.08311	H
1	1526	-0.4049	15.301	0.08312	H
1	1527	-0.4056	15.3005	0.08313	H
1	1528	-0.4063	15.3001	0.08314	H
1	1529	-0.407	15.2996	0.08316	H
1	1530	-0.4078	15.2992	0.08317	H
1	1531	-0.4085	15.2987	0.08318	H
1	1532	-0.4092	15.2982	0.08319	H
1	1533	-0.41	15.2978	0.0832	H
1	1534	-0.4107	15.2973	0.08322	H
1	1535	-0.4114	15.2969	0.08323	H
1	1536	-0.4122	15.2964	0.08324	H
1	1537	-0.4129	15.2959	0.08325	H
1	1538	-0.4137	15.2955	0.08326	H
1	1539	-0.4144	15.295	0.08327	H
1	1540	-0.4151	15.2946	0.08329	H
1	1541	-0.4159	15.2941	0.0833	H
1	1542	-0.4166	15.2937	0.08331	H
1	1543	-0.4174	15.2932	0.08332	H
1	1544	-0.4182	15.2928	0.08333	H
1	1545	-0.4189	15.2923	0.08335	H
1	1546	-0.4197	15.2919	0.08336	H
1	1547	-0.4204	15.2914	0.08337	H
1	1548	-0.4212	15.291	0.08338	H
1	1549	-0.422	15.2905	0.08339	H
1	1550	-0.4227	15.2901	0.08341	H
1	1551	-0.4235	15.2896	0.08342	H
1	1552	-0.4243	15.2892	0.08343	H
1	1553	-0.425	15.2888	0.08344	H
1	1554	-0.4258	15.2883	0.08345	H
1	1555	-0.4266	15.2879	0.08347	H
1	1556	-0.4274	15.2874	0.08348	H
1	1557	-0.4281	15.287	0.08349	H
1	1558	-0.4289	15.2865	0.0835	H
1	1559	-0.4297	15.2861	0.08351	H
1	1560	-0.4305	15.2857	0.08353	H
1	1561	-0.4313	15.2852	0.08354	H
1	1562	-0.4321	15.2848	0.08355	H
1	1563	-0.4328	15.2844	0.08356	H
1	1564	-0.4336	15.2839	0.08357	H
1	1565	-0.4344	15.2835	0.08359	H
1	1566	-0.4352	15.283	0.0836	H
1	1567	-0.436	15.2826	0.08361	H
1	1568	-0.4368	15.2822	0.08362	H
1	1569	-0.4376	15.2817	0.08364	H
1	1570	-0.4384	15.2813	0.08365	H
1	1571	-0.4392	15.2809	0.08366	H
1	1572	-0.44	15.2805	0.08367	H
1	1573	-0.4408	15.28	0.08368	H
1	1574	-0.4417	15.2796	0.0837	H
1	1575	-0.4425	15.2792	0.08371	H
1	1576	-0.4433	15.2787	0.08372	H
1	1577	-0.4441	15.2783	0.08373	H
1	1578	-0.4449	15.2779	0.08375	H
1	1579	-0.4457	15.2775	0.08376	H
1	1580	-0.4465	15.277	0.08377	H
1	1581	-0.4474	15.2766	0.08378	H
1	1582	-0.4482	15.2762	0.08379	H
1	1583	-0.449	15.2758	0.08381	H
1	1584	-0.4498	15.2753	0.08382	H
1	1585	-0.4507	15.2749	0.08383	H
1	1586	-0.4515	15.2745	0.08384	H
1	1587	-0.4523	15.2741	0.08386	H
1	1588	-0.4532	15.2737	0.08387	H
1	1589	-0.454	15.2732	0.08388	H
1	1590	-0.4548	15.2728	0.08389	H
1	1591	-0.4557	15.2724	0.08391	H
1	1592	-0.4565	15.272	0.08392	H
1	1593	-0.4574	15.2716	0.08393	H
1	1594	-0.4582	15.2712	0.08394	H
1	1595	-0.459	15.2708	0.08395	H
1	1596	-0.4599	15.2703	0.08397	H
1	1597	-0.4607	15.2699	0.08398	H
1	1598	-0.4616	15.2695	0.08399	H
1	1599	-0.4624	15.2691	0.084	H
1	1600	-0.4633	15.2687	0.08402	H
1	1601	-0.4641	15.2683	0.08403	H
1	1602	-0.465	15.2679	0.08404	H
1	1603	-0.4659	15.2675	0.08405	H
1	1604	-0.4667	15.2671	0.08407	H
1	1605	-0.4676	15.2667	0.08408	H
1	1606	-0.4684	15.2662	0.08409	H
1	1607	-0.4693	15.2658	0.0841	H
1	1608	-0.4702	15.2654	0.08412	H
1	1609	-0.471	15.265	0.08413	H
1	1610	-0.4719	15.2646	0.08414	H
1	1611	-0.4728	15.2642	0.08415	H
1	1612	-0.4736	15.2638	0.08417	H
1	1613	-0.4745	15.2634	0.08418	H
1	1614	-0.4754	15.263	0.08419	H
1	1615	-0.4762	15.2626	0.0842	H
1	1616	-0.4771	15.2622	0.08422	H
1	1617	-0.478	15.2618	0.08423	H
1	1618	-0.4789	15.2614	0.08424	H
1	1619	-0.4798	15.261	0.08425	H
1	1620	-0.4806	15.2606	0.08427	H
1	1621	-0.4815	15.2602	0.08428	H
1	1622	-0.4824	15.2598	0.08429	H
1	1623	-0.4833	15.2594	0.08431	H
1	1624	-0.4842	15.259	0.08432	H
1	1625	-0.4851	15.2586	0.08433	H
1	1626	-0.486	15.2582	0.08434	H
1	1627	-0.4869	15.2579	0.08436	H
1	1628	-0.4877	15.2575	0.08437	H
1	1629	-0.4886	15.2571	0.08438	H
1	1630	-0.4895	15.2567	0.08439	H
1	1631	-0.4904	15.2563	0.08441	H
1	1632	-0.4913	15.2559	0.08442	H
1	1633	-0.4922	15.2555	0.08443	H
1	1634	-0.4931	15.2551	0.08444	H
1	1635	-0.494	15.2547	0.08446	H
1	1636	-0.4949	15.2543	0.08447	H
1	1637	-0.4958	15.254	0.08448	H
1	1638	-0.4968	15.2536	0.0845	H
1	1639	-0.4977	15.2532	0.08451	H
1	1640	-0.4986	15.2528	0.08452	H
1	1641	-0.4995	15.2524	0.08453	H
1	1642	-0.5004	15.252	0.08455	H
1	1643	-0.5013	15.2516	0.08456	H
1	1644	-0.5022	15.2513	0.08457	H
1	1645	-0.5031	15.2509	0.08459	H
1	1646	-0.504	15.2505	0.0846	H
1	1647	-0.505	15.2501	0.08461	H
1	1648	-0.5059	15.2497	0.08462	H
1	1649	-0.5068	15.2494	0.08464	H
1	1650	-0.5077	15.249	0.08465	H
1	1651	-0.5087	15.2486	0.08466	H
1	1652	-0.5096	15.2482	0.08468	H
1	1653	-0.5105	15.2478	0.08469	H
1	1654	-0.5114	15.2475	0.0847	H
1	1655	-0.5124	15.2471	0.08471	H
1	1656	-0.5133	15.2467	0.08473	H
1	1657	-0.5142	15.2463	0.08474	H
1	1658	-0.5151	15.246	0.08475	H
1	1659	-0.5161	15.2456	0.08477	H
1	1660	-0.517	15.2452	0.08478	H
1	1661	-0.518	15.2448	0.08479	H
1	1662	-0.5189	15.2445	0.0848	H
1	1663	-0.5198	15.2441	0.08482	H
1	1664	-0.5208	15.2437	0.08483	H
1	1665	-0.5217	15.2433	0.08484	H
1	1666	-0.5227	15.243	0.08486	H
1	1667	-0.5236	15.2426	0.08487	H
1	1668	-0.5245	15.2422	0.08488	H
1	1669	-0.5255	15.2419	0.0849	H
1	1670	-0.5264	15.2415	0.08491	H
1	1671	-0.5274	15.2411	0.08492	H
1	1672	-0.5283	15.2408	0.08493	H
1	1673	-0.5293	15.2404	0.08495	H
1	1674	-0.5302	15.24	0.08496	H
1	1675	-0.5312	15.2397	0.08497	H
1	1676	-0.5321	15.2393	0.08499	H
1	1677	-0.5331	15.2389	0.085	H
1	1678	-0.5341	15.2386	0.08501	H
1	1679	-0.535	15.2382	0.08503	H
1	1680	-0.536	15.2378	0.08504	H
1	1681	-0.5369	15.2375	0.08505	H
1	1682	-0.5379	15.2371	0.08506	H
1	1683	-0.5389	15.2368	0.08508	H
1	1684	-0.5398	15.2364	0.08509	H
1	1685	-0.5408	15.236	0.0851	H
1	1686	-0.5418	15.2357	0.08512	H
1	1687	-0.5427	15.2353	0.08513	H
1	1688	-0.5437	15.235	0.08514	H
1	1689	-0.5447	15.2346	0.08516	H
1	1690	-0.5456	15.2342	0.08517	H
1	1691	-0.5466	15.2339	0.08518	H
1	1692	-0.5476	15.2335	0.0852	H
1	1693	-0.5486	15.2332	0.08521	H
1	1694	-0.5495	15.2328	0.08522	H
1	1695	-0.5505	15.2325	0.08524	H
1	1696	-0.5515	15.2321	0.08525	H
1	1697	-0.5525	15.2318	0.08526	H
1	1698	-0.5535	15.2314	0.08527	H
1	1699	-0.5544	15.2311	0.08529	H
1	1700	-0.5554	15.2307	0.0853	H
1	1701	-0.5564	15.2304	0.08531	H
1	1702	-0.5574	15.23	0.08533	H
1	1703	-0.5584	15.2297	0.08534	H
1	1704	-0.5594	15.2293	0.08535	H
1	1705	-0.5604	15.229	0.08537	H
1	1706	-0.5614	15.2286	0.08538	H
1	1707	-0.5623	15.2283	0.08539	H
1	1708	-0.5633	15.2279	0.08541	H
1	1709	-0.5643	15.2276	0.08542	H
1	1710	-0.5653	15.2272	0.08543	H
1	1711	-0.5663	15.2269	0.08545	H
1	1712	-0.5673	15.2265	0.08546	H
1	1713	-0.5683	15.2262	0.08547	H
1	1714	-0.5693	15.2258	0.08549	H
1	1715	-0.5703	15.2255	0.0855	H
1	1716	-0.5713	15.2252	0.08551	H
1	1717	-0.5723	15.2248	0.08553	H
1	1718	-0.5733	15.2245	0.08554	H
1	1719	-0.5743	15.2241	0.08555	H
1	1720	-0.5754	15.2238	0.08557	H
1	1721	-0.5764	15.2235	0.08558	H
1	1722	-0.5774	15.2231	0.08559	H
1	1723	-0.5784	15.2228	0.08561	H
1	1724	-0.5794	15.2224	0.08562	H
1	1725	-0.5804	15.2221	0.08563	H
1	1726	-0.5814	15.2218	0.08565	H
1	1727	-0.5824	15.2214	0.08566	H
1	1728	-0.5835	15.2211	0.08567	H
1	1729	-0.5845	15.2208	0.08569	H
1	1730	-0.5855	15.2204	0.0857	H
1	1731	-0.5865	15.2201	0.08571	H
1	1732	-0.5875	15.2198	0.08573	H
1	1733	-0.5886	15.2194	0.08574	H
1	1734	-0.5896	15.2191	0.08575	H
1	1735	-0.5906	15.2188	0.08577	H
1	1736	-0.5916	15.2184	0.08578	H
1	1737	-0.5927	15.2181	0.08579	H
1	1738	-0.5937	15.2178	0.08581	H
1	1739	-0.5947	15.2175	0.08582	H
1	1740	-0.5958	15.2171	0.08583	H
1	1741	-0.5968	15.2168	0.08585	H
1	1742	-0.5978	15.2165	0.08586	H
1	1743	-0.5989	15.2162	0.08587	H
1	1744	-0.5999	15.2158	0.08589	H
1	1745	-0.6009	15.2155	0.0859	H
1	1746	-0.602	15.2152	0.08591	H
1	1747	-0.603	15.2149	0.08593	H
1	1748	-0.604	15.2145	0.08594	H
1	1749	-0.6051	15.2142	0.08595	H
1	1750	-0.6061	15.2139	0.08597	H
1	1751	-0.6072	15.2136	0.08598	H
1	1752	-0.6082	15.2133	0.08599	H
1	1753	-0.6093	15.213	0.08601	H
1	1754	-0.6103	15.2126	0.08602	H
1	1755	-0.6114	15.2123	0.08603	H
1	1756	-0.6124	15.212	0.08605	H
1	1757	-0.6135	15.2117	0.08606	H
1	1758	-0.6145	15.2114	0.08608	H
1	1759	-0.6156	15.2111	0.08609	H
1	1760	-0.6166	15.2108	0.0861	H
1	1761	-0.6177	15.2104	0.08612	H
1	1762	-0.6187	15.2101	0.08613	H
1	1763	-0.6198	15.2098	0.08614	H
1	1764	-0.6209	15.2095	0.08616	H
1	1765	-0.6219	15.2092	0.08617	H
1	1766	-0.623	15.2089	0.08618	H
1	1767	-0.6241	15.2086	0.0862	H
1	1768	-0.6251	15.2083	0.08621	H
1	1769	-0.6262	15.208	0.08622	H
1	1770	-0.6273	15.2077	0.08624	H
1	1771	-0.6283	15.2074	0.08625	H
1	1772	-0.6294	15.2071	0.08626	H
1	1773	-0.6305	15.2068	0.08628	H
1	1774	-0.6315	15.2065	0.08629	H
1	1775	-0.6326	15.2061	0.0863	H
1	1776	-0.6337	15.2058	0.08632	H
1	1777	-0.6348	15.2055	0.08633	H
1	1778	-0.6358	15.2052	0.08634	H
1	1779	-0.6369	15.2049	0.08636	H
1	1780	-0.638	15.2047	0.08637	H
1	1781	-0.6391	15.2044	0.08639	H
1	1782	-0.6402	15.2041	0.0864	H
1	1783	-0.6412	15.2038	0.08641	H
1	1784	-0.6423	15.2035	0.08643	H
1	1785	-0.6434	15.2032	0.08644	H
1	1786	-0.6445	15.2029	0.08645	H
1	1787	-0.6456	15.2026	0.08647	H
1	1788	-0.6467	15.2023	0.08648	H
1	1789	-0.6478	15.202	0.08649	H
1	1790	-0.6488	15.2017	0.08651	H
1	1791	-0.6499	15.2014	0.08652	H
1	1792	-0.651	15.2011	0.08653	H
1	1793	-0.6521	15.2008	0.08655	H
1	1794	-0.6532	15.2005	0.08656	H
1	1795	-0.6543	15.2003	0.08657	H
1	1796	-0.6554	15.2	0.08659	H
1	1797	-0.6565	15.1997	0.0866	H
1	1798	-0.6576	15.1994	0.08662	H
1	1799	-0.6587	15.1991	0.08663	H
1	1800	-0.6598	15.1988	0.08664	H
1	1801	-0.6609	15.1985	0.08666	H
1	1802	-0.662	15.1983	0.08667	H
1	1803	-0.6631	15.198	0.08668	H
1	1804	-0.6642	15.1977	0.0867	H
1	1805	-0.6653	15.1974	0.08671	H
1	1806	-0.6665	15.1971	0.08672	H
1	1807	-0.6676	15.1969	0.08674	H
1	1808	-0.6687	15.1966	0.08675	H
1	1809	-0.6698	15.1963	0.08676	H
1	1810	-0.6709	15.196	0.08678	H
1	1811	-0.672	15.1958	0.08679	H
1	1812	-0.6731	15.1955	0.0868	H
1	1813	-0.6743	15.1952	0.08682	H
1	1814	-0.6754	15.1949	0.08683	H
1	1815	-0.6765	15.1947	0.08685	H
1	1816	-0.6776	15.1944	0.08686	H
1	1817	-0.6787	15.1941	0.08687	H
1	1818	-0.6799	15.1938	0.08689	H
1	1819	-0.681	15.1936	0.0869	H
1	1820	-0.6821	15.1933	0.08691	H
1	1821	-0.6833	15.193	0.08693	H
1	1822	-0.6844	15.1928	0.08694	H
1	1823	-0.6855	15.1925	0.08695	H
1	1824	-0.6866	15.1922	0.08697	H
1	1825	-0.6878	15.192	0.08698	H
1	1826	-0.6889	15.1917	0.08699	H
1	1827	-0.69	15.1914	0.08701	H
1	1828	-0.6912	15.1912	0.08702	H
1	1829	-0.6923	15.1909	0.08704	H
1	1830	-0.6935	15.1906	0.08705	H
1	1831	-0.6946	15.1904	0.08706	H
1	1832	-0.6957	15.1901	0.08708	H
1	1833	-0.6969	15.1899	0.08709	H
1	1834	-0.698	15.1896	0.0871	H
1	1835	-0.6992	15.1893	0.08712	H
1	1836	-0.7003	15.1891	0.08713	H
1	1837	-0.7015	15.1888	0.08714	H
1	1838	-0.7026	15.1886	0.08716	H
1	1839	-0.7038	15.1883	0.08717	H
1	1840	-0.7049	15.188	0.08718	H
1	1841	-0.7061	15.1878	0.0872	H
1	1842	-0.7072	15.1875	0.08721	H
1	1843	-0.7084	15.1873	0.08722	H
1	1844	-0.7095	15.187	0.08724	H
1	1845	-0.7107	15.1868	0.08725	H
1	1846	-0.7118	15.1865	0.08727	H
1	1847	-0.713	15.1863	0.08728	H
1	1848	-0.7141	15.186	0.08729	H
1	1849	-0.7153	15.1858	0.08731	H
1	1850	-0.7165	15.1855	0.08732	H
1	1851	-0.7176	15.1853	0.08733	H
1	1852	-0.7188	15.185	0.08735	H
1	1853	-0.72	15.1848	0.08736	H
1	1854	-0.7211	15.1845	0.08737	H
1	1855	-0.7223	15.1843	0.08739	H
1	1856	-0.7235	15.184	0.0874	H
2	0	-0.0631	13.3363	0.09272	L
2	1	0.0362	13.3185	0.0936	L
2	2	0.1355	13.3006	0.09448	L
2	3	0.2347	13.2828	0.09535	L
2	4	0.334	13.2649	0.09623	L
2	5	0.4333	13.247	0.09711	L
2	6	0.5326	13.2292	0.09799	L
2	7	0.6319	13.2113	0.09887	L
2	8	0.6142	13.2455	0.09866	L
2	9	0.5965	13.2796	0.09845	L
2	10	0.5789	13.3137	0.09824	L
2	11	0.5612	13.3478	0.09804	L
2	12	0.5435	13.3819	0.09783	L
2	13	0.5258	13.416	0.09762	L
2	14	0.5082	13.4501	0.09741	L
2	15	0.4947	13.5169	0.09726	L
2	16	0.482	13.5873	0.09711	L
2	17	0.4699	13.6595	0.09697	L
2	18	0.4583	13.7325	0.09684	L
2	19	0.4472	13.8056	0.09671	L
2	20	0.4365	13.8784	0.09659	L
2	21	0.4263	13.9505	0.09647	L
2	22	0.4164	14.0216	0.09636	L
2	23	0.4069	14.0916	0.09625	L
2	24	0.3977	14.1603	0.09615	L
2	25	0.3888	14.2276	0.09605	L
2	26	0.3802	14.2935	0.09595	L
2	27	0.3718	14.3579	0.09586	L
2	28	0.3637	14.4208	0.09577	L
2	29	0.3558	14.4824	0.09568	L
2	30	0.3481	14.5422	0.09559	L
2	31	0.3406	14.6003	0.09551	L
